Date,Time (SGT),Li2CO3 Technical Grade Min,Li2CO3 Technical Grade Max,Li2CO3 Technical Grade Avg,Li2CO3 Technical Grade Range,Li2CO3 Battery Grade Min,Li2CO3 Battery Grade Max,Li2CO3 Battery Grade Avg,Li2CO3 Battery Grade Range,LiOH Industrial Grade Min,LiOH Industrial Grade Max,LiOH Industrial Grade Avg,LiOH Industrial Grade Range,LiOH Battery Grade (Coarse) Min,LiOH Battery Grade (Coarse) Max,LiOH Battery Grade (Coarse) Avg,LiOH Battery Grade (Coarse) Range,LiOH Battery Grade (CIF CJK) Min,LiOH Battery Grade (CIF CJK) Max,LiOH Battery Grade (CIF CJK) Avg,LiOH Battery Grade (CIF CJK) Range,LiOH Battery Grade (Micro) Min,LiOH Battery Grade (Micro) Max,LiOH Battery Grade (Micro) Avg,LiOH Battery Grade (Micro) Range,LiOH Battery Grade (SMM Index) Min,LiOH Battery Grade (SMM Index) Max,LiOH Battery Grade (SMM Index) Avg,LiOH Battery Grade (SMM Index) Range,6s pCAM Mono NEV Min,6s pCAM Mono NEV Max,6s pCAM Mono NEV Avg,6s pCAM Mono NEV Range,6s pCAM Poly CE Min,6s pCAM Poly CE Max,6s pCAM Poly CE Avg,6s pCAM Poly CE Range,6s Cathode Mono NEV Min,6s Cathode Mono NEV Max,6s Cathode Mono NEV Avg,6s Cathode Mono NEV Range,6s Cathode Poly CE Min,6s Cathode Poly CE Max,6s Cathode Poly CE Avg,6s Cathode Poly CE Range,6s Prismatic Cell Min,6s Prismatic Cell Max,6s Prismatic Cell Avg,6s Prismatic Cell Range,6s Prismatic Pack Min,6s Prismatic Pack Max,6s Prismatic Pack Avg,6s Prismatic Pack Range,6s Battery Pack Min,6s Battery Pack Max,6s Battery Pack Avg,6s Battery Pack Range,8s pCAM Poly NEV Min,8s pCAM Poly NEV Max,8s pCAM Poly NEV Avg,8s pCAM Poly NEV Range,8s pCAM Poly CE Min,8s pCAM Poly CE Max,8s pCAM Poly CE Avg,8s pCAM Poly CE Range,8s Cathode Poly NEV Min,8s Cathode Poly NEV Max,8s Cathode Poly NEV Avg,8s Cathode Poly NEV Range,8s Cathode Poly CE Min,8s Cathode Poly CE Max,8s Cathode Poly CE Avg,8s Cathode Poly CE Range,8s Battery Cell Min,8s Battery Cell Max,8s Battery Cell Avg,8s Battery Cell Range,8s Battery Pack Min,8s Battery Pack Max,8s Battery Pack Avg,8s Battery Pack Range,5s pCAM Mono NEV Min,5s pCAM Mono NEV Max,5s pCAM Mono NEV Avg,5s pCAM Mono NEV Range,5s pCAM Poly CE Min,5s pCAM Poly CE Max,5s pCAM Poly CE Avg,5s pCAM Poly CE Range,5s Cathode Mono NEV Min,5s Cathode Mono NEV Max,5s Cathode Mono NEV Avg,5s Cathode Mono NEV Range,5s Cathode Poly CE Min,5s Cathode Poly CE Max,5s Cathode Poly CE Avg,5s Cathode Poly CE Range,Ni Sulphate Min,Ni Sulphate Max,Ni Sulphate Avg,Ni Sulphate Range,Co Sulphate Min,Co Sulphate Max,Co Sulphate Avg,Co Sulphate Range,Mn Sulphate Min,Mn Sulphate Max,Mn Sulphate Avg,Mn Sulphate Range
2025-09-23,09:58,8806.64,8955.49,8881.06,148.85,9079.52,9240.77,9160.15,161.25,8443.21,8676.4,8559.81,233.19,9037.35,9352.4,9194.88,315.05,,,,,9544.66,10078.02,9811.34,533.36,9199.47,9199.47,9199.47,0.0,9302.79,9439.23,9371.01,136.44,9253.17,9414.42,9333.8,161.25,15225.57,15746.52,15486.04,520.95,14468.94,15058.12,14763.53,589.18,0.059,0.065,0.062,0.01,0.079,0.087,0.083,0.01,3175.35,3448.23,3311.79,272.88,11609.88,11820.74,11715.31,210.86,11523.06,11671.9,11597.48,148.84,17972.99,18555.96,18264.48,582.97,17086.12,17687.7,17386.91,601.58,0.07,0.08,0.08,0.01,3162.95,3535.06,3349.0,372.11,9786.53,10028.41,9907.47,241.88,10146.24,10301.29,10223.77,155.05,14648.79,15169.75,14909.27,520.96,13941.78,14568.17,14254.97,626.39,3479.24,3504.05,3491.65,24.81,7175.55,7479.44,7327.5,303.89,726.86,764.07,745.46,37.21
2025-09-24,09:59,8812.08,8961.01,8886.54,148.93,9085.13,9246.47,9165.8,161.34,8448.42,8681.76,8565.09,233.34,9042.93,9358.18,9200.55,315.25,,,,,9550.55,10084.24,9817.4,533.69,9203.28,9203.28,9203.28,0.0,9333.35,9494.7,9414.03,161.35,9296.12,9457.47,9376.79,161.35,15253.58,15774.86,15514.22,521.28,14496.48,15086.02,14791.25,589.54,0.059,0.065,0.062,0.01,0.079,0.087,0.083,0.01,3177.31,3500.01,3338.66,322.7,11666.69,11877.68,11772.19,210.99,11579.81,11728.75,11654.28,148.94,18008.9,18592.24,18300.57,583.34,17121.49,17723.44,17422.47,601.95,0.07,0.08,0.08,0.01,3164.9,3586.89,3375.89,421.99,9842.22,10109.06,9975.64,266.84,10226.97,10382.11,10304.54,155.14,14676.45,15197.73,14937.09,521.28,13969.0,14595.78,14282.39,626.78,3481.39,3506.21,3493.8,24.82,7322.71,7570.94,7446.82,248.23,727.31,764.54,745.92,37.23
2025-09-25,10:01,8810.59,8959.5,8885.05,148.91,9083.6,9244.92,9164.26,161.32,8440.8,8674.09,8557.44,233.29,9029.0,9356.6,9192.8,327.6,,,,,9542.74,10076.34,9809.54,533.6,9196.52,9196.52,9196.52,0.0,9350.4,9511.72,9431.06,161.32,9313.17,9474.49,9393.83,161.32,15263.42,15784.61,15524.01,521.19,14506.45,15095.9,14801.18,589.45,0.059,0.065,0.062,0.01,0.079,0.087,0.083,0.01,3201.6,3499.42,3350.51,297.82,11689.55,11900.5,11795.02,210.95,11602.68,11751.59,11677.14,148.91,18018.28,18601.52,18309.9,583.24,17131.02,17732.87,17431.94,601.85,0.07,0.08,0.08,0.01,3189.19,3586.28,3387.73,397.09,9871.59,10138.39,10004.99,266.8,10262.48,10417.59,10340.04,155.11,14686.39,15207.58,14946.98,521.19,13991.47,14618.14,14304.8,626.67,3480.8,3505.62,3493.21,24.82,7383.52,7656.53,7520.03,273.01,730.91,766.89,748.9,35.98
2025-09-26,09:58,8779.72,8928.31,8854.02,148.59,9052.15,9213.13,9132.64,160.98,8410.7,8643.5,8527.1,232.8,8990.23,9332.01,9161.12,341.78,,,,,9516.52,10036.61,9776.57,520.09,9162.73,9162.73,9162.73,0.0,9380.3,9541.29,9460.79,160.99,9343.15,9504.14,9423.64,160.99,15293.3,15813.4,15553.35,520.1,14537.92,15126.13,14832.02,588.21,0.059,0.065,0.062,0.01,0.079,0.087,0.083,0.01,3194.88,3566.37,3380.62,371.49,11726.93,11937.44,11832.18,210.51,11640.24,11788.84,11714.54,148.6,18042.38,18624.39,18333.38,582.01,17156.98,17757.56,17457.27,600.58,0.07,0.08,0.08,0.01,3182.49,3653.06,3417.77,470.57,9925.17,10191.41,10058.29,266.24,10364.77,10525.75,10445.26,160.98,14692.71,15212.81,14952.76,520.1,14147.85,14711.29,14429.57,563.44,3479.69,3504.46,3492.07,24.77,7491.86,7863.36,7677.61,371.5,733.09,766.52,749.81,33.43
2025-09-27,09:55,8755.14,8903.64,8829.39,148.5,9008.82,9206.82,9107.82,198.0,8392.56,8625.2,8508.88,232.64,8965.51,9319.43,9142.47,353.92,,,,,9497.62,10017.36,9757.49,519.74,9146.3,9146.3,9146.3,0.0,9460.5,9658.5,9559.5,198.0,9448.12,9633.75,9540.94,185.63,15344.69,15889.18,15616.94,544.49,14589.83,15202.38,14896.11,612.55,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3192.69,3563.93,3378.31,371.24,11805.51,12040.64,11923.08,235.13,11731.27,11879.76,11805.52,148.49,18153.76,18673.5,18413.63,519.74,17207.09,17832.02,17519.56,624.93,0.07,0.09,0.08,0.02,3180.31,3650.55,3415.43,470.24,10042.11,10332.92,10187.52,290.81,10629.91,10840.28,10735.1,210.37,14744.52,15289.01,15016.76,544.49,14261.9,14849.7,14555.8,587.8,3477.31,3502.06,3489.68,24.75,7796.09,8105.46,7950.78,309.37,736.3,767.23,751.77,30.93
2025-09-28,10:10,8755.14,8903.64,8829.39,148.5,9008.82,9206.82,9107.82,198.0,8392.56,8625.2,8508.88,232.64,8965.51,9319.43,9142.47,353.92,,,,,9497.62,10017.36,9757.49,519.74,9146.3,9146.3,9146.3,0.0,9460.5,9658.5,9559.5,198.0,9448.12,9633.75,9540.94,185.63,15344.69,15889.18,15616.94,544.49,14589.83,15202.38,14896.11,612.55,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3192.69,3563.93,3378.31,371.24,11805.51,12040.64,11923.08,235.13,11731.27,11879.76,11805.52,148.49,18153.76,18673.5,18413.63,519.74,17207.09,17832.02,17519.56,624.93,0.07,0.09,0.08,0.02,3180.31,3650.55,3415.43,470.24,10042.11,10332.92,10187.52,290.81,10629.91,10840.28,10735.1,210.37,14744.52,15289.01,15016.76,544.49,14261.9,14849.7,14555.8,587.8,3477.31,3502.06,3489.68,24.75,7796.09,8105.46,7950.78,309.37,736.3,767.23,751.77,30.93
2025-09-29,10:01,8755.14,8903.64,8829.39,148.5,9008.82,9206.82,9107.82,198.0,8392.56,8625.2,8508.88,232.64,8965.51,9319.43,9142.47,353.92,,,,,9497.62,10017.36,9757.49,519.74,9146.3,9146.3,9146.3,0.0,9460.5,9658.5,9559.5,198.0,9448.12,9633.75,9540.94,185.63,15344.69,15889.18,15616.94,544.49,14589.83,15202.38,14896.11,612.55,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3192.69,3563.93,3378.31,371.24,11805.51,12040.64,11923.08,235.13,11731.27,11879.76,11805.52,148.49,18153.76,18673.5,18413.63,519.74,17207.09,17832.02,17519.56,624.93,0.07,0.09,0.08,0.02,3180.31,3650.55,3415.43,470.24,10042.11,10332.92,10187.52,290.81,10629.91,10840.28,10735.1,210.37,14744.52,15289.01,15016.76,544.49,14261.9,14849.7,14555.8,587.8,3477.31,3502.06,3489.68,24.75,7796.09,8105.46,7950.78,309.37,736.3,767.23,751.77,30.93
2025-09-30,09:56,8754.34,8902.93,8828.63,148.59,9014.37,9200.1,9107.24,185.73,8372.96,8605.75,8489.35,232.79,8933.88,9325.16,9129.52,391.28,,,,,9484.9,10004.96,9744.93,520.06,9134.85,9134.85,9134.85,0.0,9546.81,9769.69,9658.25,222.88,9534.43,9744.93,9639.68,210.5,15409.86,15954.69,15682.27,544.83,14654.54,15267.46,14961.0,612.92,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3194.65,3566.12,3380.39,371.47,11918.03,12153.3,12035.67,235.27,11862.31,12010.9,11936.61,148.59,18233.04,18753.1,18493.07,520.06,17285.79,17911.1,17598.45,625.31,0.07,0.09,0.08,0.02,3182.27,3652.8,3417.53,470.53,10234.03,10525.02,10379.52,290.99,10822.19,11032.69,10927.44,210.5,14803.13,15347.95,15075.54,544.82,14320.21,14908.38,14614.29,588.17,3486.88,3511.64,3499.26,24.76,8060.92,8395.25,8228.09,334.33,739.23,768.95,754.09,29.72
2025-10-01,10:10,8761.08,8909.78,8835.43,148.7,9021.31,9207.19,9114.25,185.88,8367.02,8599.98,8483.5,232.96,8928.37,9319.95,9124.16,391.58,,,,,9479.81,10000.27,9740.04,520.46,9128.5,9128.5,9128.5,0.0,9678.08,10000.27,9839.18,322.19,9665.69,9876.35,9771.02,210.66,15508.47,16053.72,15781.1,545.25,14752.57,15365.97,15059.27,613.4,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3197.11,3568.87,3382.99,371.76,12075.91,12354.73,12215.32,278.82,12020.15,12218.42,12119.29,198.27,18371.0,18891.46,18631.23,520.46,17423.02,18048.81,17735.92,625.79,0.07,0.09,0.08,0.02,3184.72,3655.61,3420.17,470.89,10427.79,10719.0,10573.4,291.21,11078.37,11338.6,11208.48,260.23,14888.88,15434.12,15161.5,545.24,14430.38,15018.99,14724.69,588.61,3489.56,3514.35,3501.95,24.79,8550.42,8984.13,8767.28,433.71,743.51,772.02,757.76,28.51
2025-10-02,09:57,8761.08,8909.78,8835.43,148.7,9021.31,9207.19,9114.25,185.88,8367.02,8599.98,8483.5,232.96,8928.37,9319.95,9124.16,391.58,,,,,9479.81,10000.27,9740.04,520.46,9128.5,9128.5,9128.5,0.0,9678.08,10000.27,9839.18,322.19,9665.69,9876.35,9771.02,210.66,15508.47,16053.72,15781.1,545.25,14752.57,15365.97,15059.27,613.4,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3197.11,3568.87,3382.99,371.76,12075.91,12354.73,12215.32,278.82,12020.15,12218.42,12119.29,198.27,18371.0,18891.46,18631.23,520.46,17423.02,18048.81,17735.92,625.79,0.07,0.09,0.08,0.02,3184.72,3655.61,3420.17,470.89,10427.79,10719.0,10573.4,291.21,11078.37,11338.6,11208.48,260.23,14888.88,15434.12,15161.5,545.24,14430.38,15018.99,14724.69,588.61,3489.56,3514.35,3501.95,24.79,8550.42,8984.13,8767.28,433.71,743.51,772.02,757.76,28.51
2025-10-03,09:57,8761.08,8909.78,8835.43,148.7,9021.31,9207.19,9114.25,185.88,8367.02,8599.98,8483.5,232.96,8928.37,9319.95,9124.16,391.58,,,,,9479.81,10000.27,9740.04,520.46,9128.5,9128.5,9128.5,0.0,9678.08,10000.27,9839.18,322.19,9665.69,9876.35,9771.02,210.66,15508.47,16053.72,15781.1,545.25,14752.57,15365.97,15059.27,613.4,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3197.11,3568.87,3382.99,371.76,12075.91,12354.73,12215.32,278.82,12020.15,12218.42,12119.29,198.27,18371.0,18891.46,18631.23,520.46,17423.02,18048.81,17735.92,625.79,0.07,0.09,0.08,0.02,3184.72,3655.61,3420.17,470.89,10427.79,10719.0,10573.4,291.21,11078.37,11338.6,11208.48,260.23,14888.88,15434.12,15161.5,545.24,14430.38,15018.99,14724.69,588.61,3489.56,3514.35,3501.95,24.79,8550.42,8984.13,8767.28,433.71,743.51,772.02,757.76,28.51
2025-10-04,09:53,8761.08,8909.78,8835.43,148.7,9021.31,9207.19,9114.25,185.88,8367.02,8599.98,8483.5,232.96,8928.37,9319.95,9124.16,391.58,,,,,9479.81,10000.27,9740.04,520.46,9128.5,9128.5,9128.5,0.0,9678.08,10000.27,9839.18,322.19,9665.69,9876.35,9771.02,210.66,15508.47,16053.72,15781.1,545.25,14752.57,15365.97,15059.27,613.4,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3197.11,3568.87,3382.99,371.76,12075.91,12354.73,12215.32,278.82,12020.15,12218.42,12119.29,198.27,18371.0,18891.46,18631.23,520.46,17423.02,18048.81,17735.92,625.79,0.07,0.09,0.08,0.02,3184.72,3655.61,3420.17,470.89,10427.79,10719.0,10573.4,291.21,11078.37,11338.6,11208.48,260.23,14888.88,15434.12,15161.5,545.24,14430.38,15018.99,14724.69,588.61,3489.56,3514.35,3501.95,24.79,8550.42,8984.13,8767.28,433.71,743.51,772.02,757.76,28.51
2025-10-05,10:08,8761.08,8909.78,8835.43,148.7,9021.31,9207.19,9114.25,185.88,8367.02,8599.98,8483.5,232.96,8928.37,9319.95,9124.16,391.58,,,,,9479.81,10000.27,9740.04,520.46,9128.5,9128.5,9128.5,0.0,9678.08,10000.27,9839.18,322.19,9665.69,9876.35,9771.02,210.66,15508.47,16053.72,15781.1,545.25,14752.57,15365.97,15059.27,613.4,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3197.11,3568.87,3382.99,371.76,12075.91,12354.73,12215.32,278.82,12020.15,12218.42,12119.29,198.27,18371.0,18891.46,18631.23,520.46,17423.02,18048.81,17735.92,625.79,0.07,0.09,0.08,0.02,3184.72,3655.61,3420.17,470.89,10427.79,10719.0,10573.4,291.21,11078.37,11338.6,11208.48,260.23,14888.88,15434.12,15161.5,545.24,14430.38,15018.99,14724.69,588.61,3489.56,3514.35,3501.95,24.79,8550.42,8984.13,8767.28,433.71,743.51,772.02,757.76,28.51
2025-10-06,10:01,8761.08,8909.78,8835.43,148.7,9021.31,9207.19,9114.25,185.88,8367.02,8599.98,8483.5,232.96,8928.37,9319.95,9124.16,391.58,,,,,9479.81,10000.27,9740.04,520.46,9128.5,9128.5,9128.5,0.0,9678.08,10000.27,9839.18,322.19,9665.69,9876.35,9771.02,210.66,15508.47,16053.72,15781.1,545.25,14752.57,15365.97,15059.27,613.4,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3197.11,3568.87,3382.99,371.76,12075.91,12354.73,12215.32,278.82,12020.15,12218.42,12119.29,198.27,18371.0,18891.46,18631.23,520.46,17423.02,18048.81,17735.92,625.79,0.07,0.09,0.08,0.02,3184.72,3655.61,3420.17,470.89,10427.79,10719.0,10573.4,291.21,11078.37,11338.6,11208.48,260.23,14888.88,15434.12,15161.5,545.24,14430.38,15018.99,14724.69,588.61,3489.56,3514.35,3501.95,24.79,8550.42,8984.13,8767.28,433.71,743.51,772.02,757.76,28.51
2025-10-07,09:57,8761.08,8909.78,8835.43,148.7,9021.31,9207.19,9114.25,185.88,8367.02,8599.98,8483.5,232.96,8928.37,9319.95,9124.16,391.58,,,,,9479.81,10000.27,9740.04,520.46,9128.5,9128.5,9128.5,0.0,9678.08,10000.27,9839.18,322.19,9665.69,9876.35,9771.02,210.66,15508.47,16053.72,15781.1,545.25,14752.57,15365.97,15059.27,613.4,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3197.11,3568.87,3382.99,371.76,12075.91,12354.73,12215.32,278.82,12020.15,12218.42,12119.29,198.27,18371.0,18891.46,18631.23,520.46,17423.02,18048.81,17735.92,625.79,0.07,0.09,0.08,0.02,3184.72,3655.61,3420.17,470.89,10427.79,10719.0,10573.4,291.21,11078.37,11338.6,11208.48,260.23,14888.88,15434.12,15161.5,545.24,14430.38,15018.99,14724.69,588.61,3489.56,3514.35,3501.95,24.79,8550.42,8984.13,8767.28,433.71,743.51,772.02,757.76,28.51
2025-10-08,09:59,8761.08,8909.78,8835.43,148.7,9021.31,9207.19,9114.25,185.88,8367.02,8599.98,8483.5,232.96,8928.37,9319.95,9124.16,391.58,,,,,9479.81,10000.27,9740.04,520.46,9128.5,9128.5,9128.5,0.0,9678.08,10000.27,9839.18,322.19,9665.69,9876.35,9771.02,210.66,15508.47,16053.72,15781.1,545.25,14752.57,15365.97,15059.27,613.4,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3197.11,3568.87,3382.99,371.76,12075.91,12354.73,12215.32,278.82,12020.15,12218.42,12119.29,198.27,18371.0,18891.46,18631.23,520.46,17423.02,18048.81,17735.92,625.79,0.07,0.09,0.08,0.02,3184.72,3655.61,3420.17,470.89,10427.79,10719.0,10573.4,291.21,11078.37,11338.6,11208.48,260.23,14888.88,15434.12,15161.5,545.24,14430.38,15018.99,14724.69,588.61,3489.56,3514.35,3501.95,24.79,8550.42,8984.13,8767.28,433.71,743.51,772.02,757.76,28.51
2025-10-09,09:58,8761.08,8909.78,8835.43,148.7,9021.31,9207.19,9114.25,185.88,8367.02,8599.98,8483.5,232.96,8928.37,9319.95,9124.16,391.58,,,,,9479.81,10000.27,9740.04,520.46,9128.5,9128.5,9128.5,0.0,9678.08,10000.27,9839.18,322.19,9665.69,9876.35,9771.02,210.66,15508.47,16053.72,15781.1,545.25,14752.57,15365.97,15059.27,613.4,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3197.11,3568.87,3382.99,371.76,12075.91,12354.73,12215.32,278.82,12020.15,12218.42,12119.29,198.27,18371.0,18891.46,18631.23,520.46,17423.02,18048.81,17735.92,625.79,0.07,0.09,0.08,0.02,3184.72,3655.61,3420.17,470.89,10427.79,10719.0,10573.4,291.21,11078.37,11338.6,11208.48,260.23,14888.88,15434.12,15161.5,545.24,14430.38,15018.99,14724.69,588.61,3489.56,3514.35,3501.95,24.79,8550.42,8984.13,8767.28,433.71,743.51,772.02,757.76,28.51
2025-10-10,10:00,8747.73,8896.2,8821.97,148.47,9019.93,9180.78,9100.36,160.85,8345.6,8580.69,8463.15,235.09,8908.58,9299.56,9104.07,390.98,,,,,9459.18,9978.84,9719.01,519.66,9107.29,9107.29,9107.29,0.0,9836.55,10232.49,10034.52,395.94,9848.93,10108.76,9978.84,259.83,15856.03,16276.71,16066.37,420.68,14977.54,15590.01,15283.78,612.47,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3216.99,3588.18,3402.58,371.19,12292.6,12595.74,12444.17,303.14,12236.92,12459.63,12348.28,222.71,18590.47,19110.13,18850.3,519.66,17643.93,18268.77,17956.35,624.84,0.07,0.09,0.08,0.02,3204.61,3674.79,3439.7,470.18,10708.85,10999.62,10854.23,290.77,11457.42,11791.49,11624.46,334.07,15051.78,15596.2,15323.99,544.42,14593.98,15181.7,14887.84,587.72,3484.24,3508.99,3496.62,24.75,9217.9,9527.23,9372.57,309.33,742.38,770.84,756.61,28.46
2025-10-11,09:55,8755.81,8904.42,8830.11,148.61,9028.27,9189.26,9108.76,160.99,8334.74,8570.04,8452.39,235.3,8916.81,9283.38,9100.1,366.57,,,,,9455.53,9975.68,9715.6,520.15,9101.7,9101.7,9101.7,0.0,9950.91,10347.21,10149.06,396.3,9981.87,10241.94,10111.91,260.07,15944.98,16366.05,16155.52,421.07,15059.49,15672.52,15366.01,613.03,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3281.88,3653.41,3467.65,371.53,12446.37,12774.56,12610.47,328.19,12390.64,12650.72,12520.68,260.08,18700.52,19220.67,18960.6,520.15,17753.11,18378.53,18065.82,625.42,0.07,0.09,0.08,0.02,3269.5,3690.57,3480.03,421.07,10879.74,11170.78,11025.26,291.04,11690.92,12025.3,11858.11,334.38,15133.8,15678.72,15406.26,544.92,14669.38,15257.64,14963.51,588.26,3494.89,3519.66,3507.28,24.77,9597.95,9907.56,9752.76,309.61,746.78,774.03,760.41,27.25
2025-10-12,10:04,8755.81,8904.42,8830.11,148.61,9028.27,9189.26,9108.76,160.99,8334.74,8570.04,8452.39,235.3,8916.81,9283.38,9100.1,366.57,,,,,9455.53,9975.68,9715.6,520.15,9101.7,9101.7,9101.7,0.0,9950.91,10347.21,10149.06,396.3,9981.87,10241.94,10111.91,260.07,15944.98,16366.05,16155.52,421.07,15059.49,15672.52,15366.01,613.03,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3281.88,3653.41,3467.65,371.53,12446.37,12774.56,12610.47,328.19,12390.64,12650.72,12520.68,260.08,18700.52,19220.67,18960.6,520.15,17753.11,18378.53,18065.82,625.42,0.07,0.09,0.08,0.02,3269.5,3690.57,3480.03,421.07,10879.74,11170.78,11025.26,291.04,11690.92,12025.3,11858.11,334.38,15133.8,15678.72,15406.26,544.92,14669.38,15257.64,14963.51,588.26,3494.89,3519.66,3507.28,24.77,9597.95,9907.56,9752.76,309.61,746.78,774.03,760.41,27.25
2025-10-13,10:08,8755.81,8904.42,8830.11,148.61,9028.27,9189.26,9108.76,160.99,8334.74,8570.04,8452.39,235.3,8916.81,9283.38,9100.1,366.57,,,,,9455.53,9975.68,9715.6,520.15,9101.7,9101.7,9101.7,0.0,9950.91,10347.21,10149.06,396.3,9981.87,10241.94,10111.91,260.07,15944.98,16366.05,16155.52,421.07,15059.49,15672.52,15366.01,613.03,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3281.88,3653.41,3467.65,371.53,12446.37,12774.56,12610.47,328.19,12390.64,12650.72,12520.68,260.08,18700.52,19220.67,18960.6,520.15,17753.11,18378.53,18065.82,625.42,0.07,0.09,0.08,0.02,3269.5,3690.57,3480.03,421.07,10879.74,11170.78,11025.26,291.04,11690.92,12025.3,11858.11,334.38,15133.8,15678.72,15406.26,544.92,14669.38,15257.64,14963.51,588.26,3494.89,3519.66,3507.28,24.77,9597.95,9907.56,9752.76,309.61,746.78,774.03,760.41,27.25
2025-10-14,10:00,8698.86,8847.45,8773.16,148.59,8952.71,9150.83,9051.77,198.12,8315.0,8550.27,8432.63,235.27,8903.17,9257.32,9080.25,354.15,,,,,9435.63,9955.71,9695.67,520.08,9085.7,9085.7,9085.7,0.0,10197.17,10593.42,10395.29,396.25,10166.21,10500.55,10333.38,334.34,16054.19,16475.21,16264.7,421.02,15168.83,15781.77,15475.3,612.94,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3343.33,3714.82,3529.07,371.49,12580.84,12933.75,12757.3,352.91,12525.12,12884.22,12704.67,359.1,18846.5,19366.57,19106.53,520.07,17899.22,18524.55,18211.88,625.33,0.07,0.09,0.08,0.02,3330.95,3751.96,3541.46,421.01,11063.96,11354.95,11209.46,290.99,11936.94,12370.34,12153.64,433.4,15230.74,15775.58,15503.16,544.84,14766.39,15354.57,15060.48,588.18,3504.31,3529.07,3516.69,24.76,9906.17,10401.48,10153.83,495.31,749.15,776.4,762.78,27.25
2025-10-15,10:04,8682.95,8831.49,8757.22,148.54,8961.45,9109.98,9035.72,148.53,8299.25,8534.42,8416.83,235.17,8887.19,9241.19,9064.19,354.0,,,,,9419.43,9939.29,9679.36,519.86,9070.25,9070.25,9070.25,0.0,10254.92,10651.01,10452.96,396.09,10261.11,10595.31,10428.21,334.2,16084.82,16505.66,16295.24,420.84,15199.81,15812.51,15506.16,612.7,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3403.87,3775.2,3589.53,371.33,12674.76,13027.53,12851.14,352.77,12643.82,13002.77,12823.29,358.95,18875.99,19395.85,19135.92,519.86,17929.09,18554.17,18241.63,625.08,0.07,0.09,0.08,0.02,3391.49,3812.33,3601.91,420.84,11183.25,11498.88,11341.06,315.63,12055.88,12612.87,12334.37,556.99,15261.7,15806.32,15534.01,544.62,14797.54,15385.48,15091.51,587.94,3507.84,3532.59,3520.22,24.75,10149.71,10459.15,10304.43,309.44,750.09,777.32,763.7,27.23
2025-10-16,10:01,8689.4,8838.04,8763.72,148.64,8968.1,9116.74,9042.42,148.64,8293.02,8528.37,8410.69,235.35,8893.78,9235.66,9064.72,341.88,,,,,9426.41,9934.28,9680.35,507.87,9064.47,9064.47,9064.47,0.0,10386.4,10733.23,10559.81,346.83,10429.75,10764.2,10596.97,334.45,16220.62,16641.77,16431.19,421.15,15334.96,15948.11,15641.53,613.15,0.059,0.066,0.063,0.01,0.08,0.088,0.084,0.01,3468.33,3839.93,3654.13,371.6,12808.03,13161.06,12984.55,353.03,12752.29,13260.15,13006.22,507.86,19038.63,19558.88,19298.76,520.25,18029.1,18654.64,18341.87,625.54,0.07,0.09,0.08,0.02,3455.94,3877.09,3666.52,421.15,11340.19,11656.05,11498.12,315.86,12188.69,12993.84,12591.26,805.15,15644.63,16189.65,15917.14,545.02,15242.05,15830.43,15536.24,588.38,3515.4,3540.17,3527.78,24.77,10343.04,10838.52,10590.78,495.48,750.64,777.9,764.27,27.26
